"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"22.07.2018","gender","Ж","",1
"22.07.2018","gender","М","",1
"22.07.2018","age","18-21","",2
"22.07.2018","gender_age","Ж","18-21",1
"22.07.2018","gender_age","М","18-21",1
"22.07.2018","cities","Ноябрьск","",1
"22.07.2018","countries","Россия","",2
"21.07.2018","views","","",2
"21.07.2018","visitors","","",2
"21.07.2018","gender","М","",2
"21.07.2018","age","21-24","",2
"21.07.2018","gender_age","М","21-24",2
"21.07.2018","cities","Мыски","",1
"21.07.2018","cities","Санкт-Петербург","",1
"21.07.2018","countries","Россия","",2
"20.07.2018","views","","",1
"20.07.2018","visitors","","",1
"20.07.2018","gender","М","",1
"20.07.2018","cities","Сочи","",1
"20.07.2018","countries","Россия","",1
"18.07.2018","views","","",4
"18.07.2018","visitors","","",3
"18.07.2018","gender","М","",3
"18.07.2018","age","18-21","",1
"18.07.2018","age","21-24","",1
"18.07.2018","age","24-27","",1
"18.07.2018","gender_age","М","18-21",1
"18.07.2018","gender_age","М","21-24",1
"18.07.2018","gender_age","М","24-27",1
"18.07.2018","cities","Санкт-Петербург","",3
"18.07.2018","countries","Россия","",3
"18.07.2018","sections","Обсуждения","",1
"17.07.2018","views","","",0
"17.07.2018","visitors","","",0
"17.07.2018","members","Вышедшие участники","",1
"16.07.2018","views","","",1
"16.07.2018","visitors","","",1
"16.07.2018","gender","Ж","",1
"16.07.2018","age","24-27","",1
"16.07.2018","gender_age","Ж","24-27",1
"16.07.2018","cities","Санкт-Петербург","",1
"16.07.2018","countries","Россия","",1
"15.07.2018","views","","",0
"15.07.2018","visitors","","",0
"15.07.2018","members","Вышедшие участники","",1
"14.07.2018","views","","",5
"14.07.2018","visitors","","",3
"14.07.2018","gender","Ж","",1
"14.07.2018","gender","М","",2
"14.07.2018","age","18-21","",2
"14.07.2018","age","45+","",1
"14.07.2018","gender_age","Ж","18-21",1
"14.07.2018","gender_age","М","18-21",1
"14.07.2018","gender_age","М","45+",1
"14.07.2018","cities","Саранск","",1
"14.07.2018","cities","Санкт-Петербург","",1
"14.07.2018","countries","Россия","",3
"14.07.2018","members","Вышедшие участники","",1
"13.07.2018","views","","",3
"13.07.2018","visitors","","",2
"13.07.2018","gender","М","",2
"13.07.2018","age","24-27","",2
"13.07.2018","gender_age","М","24-27",2
"13.07.2018","cities","Санкт-Петербург","",1
"13.07.2018","cities","Тула","",1
"13.07.2018","countries","Россия","",2
"13.07.2018","sections","Фотоальбомы","",1
"12.07.2018","views","","",4
"12.07.2018","visitors","","",3
"12.07.2018","gender","Ж","",2
"12.07.2018","gender","М","",1
"12.07.2018","age","18-21","",1
"12.07.2018","age","21-24","",1
"12.07.2018","age","30-35","",1
"12.07.2018","gender_age","Ж","21-24",1
"12.07.2018","gender_age","Ж","30-35",1
"12.07.2018","gender_age","М","18-21",1
"12.07.2018","cities","Санкт-Петербург","",2
"12.07.2018","cities","Пенза","",1
"12.07.2018","countries","Россия","",3
"12.07.2018","sections","Обсуждения","",1
"11.07.2018","views","","",2
"11.07.2018","visitors","","",2
"11.07.2018","gender","Ж","",1
"11.07.2018","gender","М","",1
"11.07.2018","cities","Санкт-Петербург","",1
"11.07.2018","countries","Россия","",2
"10.07.2018","views","","",1
"10.07.2018","visitors","","",1
"10.07.2018","gender","Ж","",1
"10.07.2018","age","1-18","",1
"10.07.2018","gender_age","Ж","1-18",1
"10.07.2018","cities","Астрахань","",1
"10.07.2018","countries","Россия","",1
"10.07.2018","members","Вышедшие участники","",1
"09.07.2018","views","","",4
"09.07.2018","visitors","","",2
"09.07.2018","gender","М","",1
"09.07.2018","age","24-27","",1
"09.07.2018","gender_age","М","24-27",1
"09.07.2018","countries","Нидерланды","",1
"09.07.2018","countries","Россия","",1
"08.07.2018","views","","",1
"08.07.2018","visitors","","",1
"08.07.2018","gender","М","",1
"08.07.2018","age","18-21","",1
"08.07.2018","gender_age","М","18-21",1
"08.07.2018","cities","Пенза","",1
"08.07.2018","countries","Россия","",1
"07.07.2018","views","","",3
"07.07.2018","visitors","","",2
"07.07.2018","gender","М","",1
"07.07.2018","age","1-18","",1
"07.07.2018","gender_age","М","1-18",1
"07.07.2018","cities","Санкт-Петербург","",1
"07.07.2018","countries","Россия","",2
"05.07.2018","views","","",7
"05.07.2018","visitors","","",5
"05.07.2018","gender","Ж","",4
"05.07.2018","gender","М","",1
"05.07.2018","age","18-21","",2
"05.07.2018","age","21-24","",1
"05.07.2018","age","24-27","",2
"05.07.2018","gender_age","Ж","18-21",1
"05.07.2018","gender_age","Ж","21-24",1
"05.07.2018","gender_age","Ж","24-27",2
"05.07.2018","gender_age","М","18-21",1
"05.07.2018","cities","Санкт-Петербург","",2
"05.07.2018","cities","Кострома","",1
"05.07.2018","countries","Россия","",5
"05.07.2018","members","Новые участники","",1
"05.07.2018","members","Вышедшие участники","",1
"04.07.2018","views","","",7
"04.07.2018","visitors","","",4
"04.07.2018","gender","Ж","",3
"04.07.2018","age","18-21","",1
"04.07.2018","age","21-24","",2
"04.07.2018","gender_age","Ж","18-21",1
"04.07.2018","gender_age","Ж","21-24",2
"04.07.2018","cities","Великие Луки","",1
"04.07.2018","countries","Россия","",4
"03.07.2018","views","","",4
"03.07.2018","visitors","","",3
"03.07.2018","gender","Ж","",1
"03.07.2018","gender","М","",2
"03.07.2018","age","18-21","",1
"03.07.2018","age","21-24","",1
"03.07.2018","age","45+","",1
"03.07.2018","gender_age","Ж","21-24",1
"03.07.2018","gender_age","М","18-21",1
"03.07.2018","gender_age","М","45+",1
"03.07.2018","cities","Санкт-Петербург","",1
"03.07.2018","countries","Россия","",3
"02.07.2018","views","","",3
"02.07.2018","visitors","","",2
"02.07.2018","gender","М","",2
"02.07.2018","age","18-21","",1
"02.07.2018","age","21-24","",1
"02.07.2018","gender_age","М","18-21",1
"02.07.2018","gender_age","М","21-24",1
"02.07.2018","cities","Курская","",1
"02.07.2018","cities","Санкт-Петербург","",1
"02.07.2018","countries","Россия","",2
"02.07.2018","sections","Видеозаписи","",1
"01.07.2018","views","","",1
"01.07.2018","visitors","","",1
"01.07.2018","gender","Ж","",1
"01.07.2018","age","35-45","",1
"01.07.2018","gender_age","Ж","35-45",1
"01.07.2018","cities","Москва","",1
"01.07.2018","countries","Россия","",1
"29.06.2018","views","","",5
"29.06.2018","visitors","","",5
"29.06.2018","gender","Ж","",2
"29.06.2018","gender","М","",2
"29.06.2018","age","18-21","",1
"29.06.2018","age","21-24","",2
"29.06.2018","age","24-27","",1
"29.06.2018","gender_age","Ж","18-21",1
"29.06.2018","gender_age","Ж","24-27",1
"29.06.2018","gender_age","М","21-24",2
"29.06.2018","cities","Санкт-Петербург","",2
"29.06.2018","cities","Энергодар","",1
"29.06.2018","cities","Ноябрьск","",1
"29.06.2018","countries","Россия","",4
"29.06.2018","countries","Украина","",1
"28.06.2018","views","","",2
"28.06.2018","visitors","","",2
"28.06.2018","gender","Ж","",1
"28.06.2018","gender","М","",1
"28.06.2018","age","1-18","",1
"28.06.2018","age","18-21","",1
"28.06.2018","gender_age","Ж","1-18",1
"28.06.2018","gender_age","М","18-21",1
"28.06.2018","countries","Россия","",2
"27.06.2018","views","","",1
"27.06.2018","visitors","","",1
"27.06.2018","gender","М","",1
"27.06.2018","age","35-45","",1
"27.06.2018","gender_age","М","35-45",1
"27.06.2018","cities","Санкт-Петербург","",1
"27.06.2018","countries","Россия","",1
"26.06.2018","views","","",2
"26.06.2018","visitors","","",2
"26.06.2018","gender","Ж","",1
"26.06.2018","gender","М","",1
"26.06.2018","age","35-45","",2
"26.06.2018","gender_age","Ж","35-45",1
"26.06.2018","gender_age","М","35-45",1
"26.06.2018","cities","Москва","",1
"26.06.2018","cities","Vilnius","",1
"26.06.2018","countries","Россия","",1
"26.06.2018","countries","Испания","",1
"25.06.2018","views","","",4
"25.06.2018","visitors","","",2
"25.06.2018","gender","Ж","",1
"25.06.2018","gender","М","",1
"25.06.2018","age","18-21","",1
"25.06.2018","age","21-24","",1
"25.06.2018","gender_age","Ж","18-21",1
"25.06.2018","gender_age","М","21-24",1
"25.06.2018","cities","Новокузнецк","",1
"25.06.2018","cities","Омск","",1
"25.06.2018","countries","Россия","",2
"25.06.2018","sections","Фотоальбомы","",2
"24.06.2018","views","","",2
"24.06.2018","visitors","","",2
"24.06.2018","gender","М","",2
"24.06.2018","age","18-21","",2
"24.06.2018","gender_age","М","18-21",2
"24.06.2018","cities","Ноябрьск","",1
"24.06.2018","cities","Санкт-Петербург","",1
"24.06.2018","countries","Россия","",2
"23.06.2018","views","","",3
"23.06.2018","visitors","","",3
"23.06.2018","gender","Ж","",2
"23.06.2018","gender","М","",1
"23.06.2018","age","18-21","",1
"23.06.2018","age","21-24","",1
"23.06.2018","age","45+","",1
"23.06.2018","gender_age","Ж","18-21",1
"23.06.2018","gender_age","Ж","45+",1
"23.06.2018","gender_age","М","21-24",1
"23.06.2018","cities","Санкт-Петербург","",1
"23.06.2018","cities","Астрахань","",1
"23.06.2018","countries","Россия","",3
"22.06.2018","views","","",4
"22.06.2018","visitors","","",4
"22.06.2018","gender","Ж","",1
"22.06.2018","age","35-45","",1
"22.06.2018","gender_age","Ж","35-45",1
"22.06.2018","cities","Москва","",1
"22.06.2018","countries","Россия","",4
"21.06.2018","views","","",2
"21.06.2018","visitors","","",2
"21.06.2018","gender","Ж","",1
"21.06.2018","gender","М","",1
"21.06.2018","age","18-21","",2
"21.06.2018","gender_age","Ж","18-21",1
"21.06.2018","gender_age","М","18-21",1
"21.06.2018","cities","Ноябрьск","",1
"21.06.2018","countries","Россия","",2
"19.06.2018","views","","",4
"19.06.2018","visitors","","",3
"19.06.2018","gender","Ж","",1
"19.06.2018","gender","М","",2
"19.06.2018","age","1-18","",1
"19.06.2018","age","21-24","",1
"19.06.2018","gender_age","М","1-18",1
"19.06.2018","gender_age","М","21-24",1
"19.06.2018","cities","Рязань","",1
"19.06.2018","cities","Сосновый Бор","",1
"19.06.2018","cities","Санкт-Петербург","",1
"19.06.2018","countries","Россия","",3
"19.06.2018","sections","Видеозаписи","",1
"19.06.2018","members","Новые участники","",1
"18.06.2018","views","","",2
"18.06.2018","visitors","","",2
"18.06.2018","gender","М","",2
"18.06.2018","age","18-21","",1
"18.06.2018","age","21-24","",1
"18.06.2018","gender_age","М","18-21",1
"18.06.2018","gender_age","М","21-24",1
"18.06.2018","cities","Краснодар","",1
"18.06.2018","countries","Россия","",2
"18.06.2018","sections","Видеозаписи","",1
"18.06.2018","members","Вышедшие участники","",1
"17.06.2018","views","","",1
"17.06.2018","visitors","","",1
"17.06.2018","gender","Ж","",1
"17.06.2018","cities","Рязань","",1
"17.06.2018","countries","Россия","",1
"17.06.2018","sections","Видеозаписи","",1
"16.06.2018","views","","",3
"16.06.2018","visitors","","",3
"16.06.2018","gender","Ж","",1
"16.06.2018","gender","М","",2
"16.06.2018","age","18-21","",1
"16.06.2018","age","30-35","",1
"16.06.2018","age","35-45","",1
"16.06.2018","gender_age","Ж","18-21",1
"16.06.2018","gender_age","М","30-35",1
"16.06.2018","gender_age","М","35-45",1
"16.06.2018","cities","Самара","",1
"16.06.2018","cities","Санкт-Петербург","",1
"16.06.2018","countries","Россия","",3
"15.06.2018","views","","",1
"15.06.2018","visitors","","",1
"15.06.2018","gender","М","",1
"15.06.2018","age","45+","",1
"15.06.2018","gender_age","М","45+",1
"15.06.2018","cities","Москва","",1
"15.06.2018","countries","Россия","",1
"14.06.2018","views","","",1
"14.06.2018","visitors","","",1
"14.06.2018","gender","М","",1
"14.06.2018","age","35-45","",1
"14.06.2018","gender_age","М","35-45",1
"14.06.2018","cities","Мурманск","",1
"14.06.2018","countries","Россия","",1
"13.06.2018","views","","",3
"13.06.2018","visitors","","",3
"13.06.2018","gender","М","",1
"13.06.2018","age","18-21","",1
"13.06.2018","gender_age","М","18-21",1
"13.06.2018","cities","Санкт-Петербург","",1
"13.06.2018","countries","Украина","",2
"13.06.2018","countries","Нидерланды","",1
"12.06.2018","views","","",8
"12.06.2018","visitors","","",3
"12.06.2018","gender","Ж","",1
"12.06.2018","gender","М","",2
"12.06.2018","age","21-24","",2
"12.06.2018","gender_age","М","21-24",2
"12.06.2018","cities","Рязань","",1
"12.06.2018","countries","Россия","",3
"12.06.2018","sections","Видеозаписи","",1
"11.06.2018","views","","",1
"11.06.2018","visitors","","",1
"11.06.2018","gender","Ж","",1
"11.06.2018","age","21-24","",1
"11.06.2018","gender_age","Ж","21-24",1
"11.06.2018","cities","Кемерово","",1
"11.06.2018","countries","Россия","",1
"10.06.2018","views","","",5
"10.06.2018","visitors","","",4
"10.06.2018","gender","Ж","",1
"10.06.2018","gender","М","",3
"10.06.2018","age","18-21","",1
"10.06.2018","age","21-24","",2
"10.06.2018","age","24-27","",1
"10.06.2018","gender_age","Ж","21-24",1
"10.06.2018","gender_age","М","18-21",1
"10.06.2018","gender_age","М","21-24",1
"10.06.2018","gender_age","М","24-27",1
"10.06.2018","cities","Санкт-Петербург","",2
"10.06.2018","countries","Россия","",4
"10.06.2018","members","Новые участники","",1
"09.06.2018","views","","",2
"09.06.2018","visitors","","",2
"09.06.2018","gender","М","",2
"09.06.2018","age","18-21","",1
"09.06.2018","age","24-27","",1
"09.06.2018","gender_age","М","18-21",1
"09.06.2018","gender_age","М","24-27",1
"09.06.2018","cities","Санкт-Петербург","",1
"09.06.2018","countries","Россия","",2
"09.06.2018","members","Вышедшие участники","",1
"08.06.2018","views","","",2
"08.06.2018","visitors","","",2
"08.06.2018","gender","Ж","",2
"08.06.2018","age","18-21","",1
"08.06.2018","age","21-24","",1
"08.06.2018","gender_age","Ж","18-21",1
"08.06.2018","gender_age","Ж","21-24",1
"08.06.2018","cities","Санкт-Петербург","",2
"08.06.2018","countries","Казахстан","",1
"08.06.2018","countries","Россия","",1
"07.06.2018","views","","",1
"07.06.2018","visitors","","",1
"07.06.2018","gender","М","",1
"07.06.2018","age","18-21","",1
"07.06.2018","gender_age","М","18-21",1
"07.06.2018","cities","Санкт-Петербург","",1
"07.06.2018","countries","Россия","",1
"07.06.2018","members","Новые участники","",1
"06.06.2018","views","","",1
"06.06.2018","visitors","","",1
"06.06.2018","gender","М","",1
"06.06.2018","cities","Санкт-Петербург","",1
"06.06.2018","countries","Россия","",1
"06.06.2018","members","Вышедшие участники","",1
"05.06.2018","views","","",5
"05.06.2018","visitors","","",4
"05.06.2018","gender","Ж","",1
"05.06.2018","gender","М","",3
"05.06.2018","age","18-21","",1
"05.06.2018","age","24-27","",1
"05.06.2018","age","45+","",1
"05.06.2018","gender_age","М","18-21",1
"05.06.2018","gender_age","М","24-27",1
"05.06.2018","gender_age","М","45+",1
